sample	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	meta_source	parsed_date	errors
DDA42b	Eucalyptus dalrympleana	2018-12-06	-30.14402778	151.5859167			Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.				Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.	neweng	1948-12-04	
DDA117g	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.				a - n.	neweng	1949-11-01	
DDA117j	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.				a - n.	neweng	1949-11-01	
DDA122a	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.					neweng	1949-11-01	
DDA127	Eucalyptus dalrympleana	2019-11-04	-33.34216667	149.01675			Day use area, corner of Mt Canobolas road and Lake Canobolas road.					neweng	1949-11-02	
DDA122c	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.					neweng	1949-11-01	
DDA122b	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.					neweng	1949-11-01	
DDA128	Eucalyptus dalrympleana	2019-11-04	-33.34208333	149.0169167			Day use area, corner of Mt Canobolas road and Lake Canobolas road.					neweng	1949-11-02	
DDA143d	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.					neweng	1949-11-02	
JJB3612b	Eucalyptus rubida	2018-12-27	-35.45677778	149.0111389			Tidbinbilla Road, 200 E of Geals Creek, 3 m S of road.				Gentle slope to more or less level. Light brown sandy clay loam on metasediments. Eucalyptus rubida shrubby woodland with Acacia dealbata, Kunzea ericoides, Hyericum perfoliatum. Single stemmed trees to 14 m tall. DBH 53+23 cm. Bark smooth from base, whitish to grey and pink.	neweng	1948-12-25	
JJB3612a	Eucalyptus rubida	2018-12-27	-35.45677778	149.0111389			Tidbinbilla Road, 200 E of Geals Creek, 3 m S of road.				Gentle slope to more or less level. Light brown sandy clay loam on metasediments. Eucalyptus rubida shrubby woodland with Acacia dealbata, Kunzea ericoides, Hyericum perfoliatum. Single stemmed trees to 14 m tall. DBH 53+23 cm. Bark smooth from base, whitish to grey and pink.	neweng	1948-12-25	
JJB3612	Eucalyptus rubida	2018-12-27	-35.45677778	149.0111389			Tidbinbilla Road, 200 E of Geals Creek, 3 m S of road.				Gentle slope to more or less level. Light brown sandy clay loam on metasediments. Eucalyptus rubida shrubby woodland with Acacia dealbata, Kunzea ericoides, Hyericum perfoliatum. Single stemmed trees to 14 m tall. DBH 53+23 cm. Bark smooth from base, whitish to grey and pink.	neweng	1948-12-25	
JJB3612c	Eucalyptus rubida	2018-12-27	-35.45677778	149.0111389			Tidbinbilla Road, 200 E of Geals Creek, 3 m S of road.				Gentle slope to more or less level. Light brown sandy clay loam on metasediments. Eucalyptus rubida shrubby woodland with Acacia dealbata, Kunzea ericoides, Hyericum perfoliatum. Single stemmed trees to 14 m tall. DBH 53+23 cm. Bark smooth from base, whitish to grey and pink.	neweng	1948-12-25	
DDA137a	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.					neweng	1949-11-02	
DDA143b	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.					neweng	1949-11-02	
DDA137b	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.					neweng	1949-11-02	
DDA137e	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.					neweng	1949-11-02	
DDA137c	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.					neweng	1949-11-02	
DDA143a	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.					neweng	1949-11-02	
DDA137f	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.					neweng	1949-11-02	
JJB3612d	Eucalyptus rubida	2018-12-27	-35.45677778	149.0111389			Tidbinbilla Road, 200 E of Geals Creek, 3 m S of road.				Gentle slope to more or less level. Light brown sandy clay loam on metasediments. Eucalyptus rubida shrubby woodland with Acacia dealbata, Kunzea ericoides, Hyericum perfoliatum. Single stemmed trees to 14 m tall. DBH 53+23 cm. Bark smooth from base, whitish to grey and pink.	neweng	1948-12-25	
DDA137	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.					neweng	1949-11-02	
DDA140	Eucalyptus rubida	2019-11-04	-33.23511111	149.1326389			Ophir road, Orange.					neweng	1949-11-02	
DDA141b	Eucalyptus rubida	2019-11-04	-33.21336111	149.1365			Ophir road, uphill from 3rd crossing of Summer hill creek.					neweng	1949-11-02	
DDA139	Eucalyptus rubida	2019-11-04	-33.23475	149.1324444			Ophir road, Orange.					neweng	1949-11-02	
DDA139a	Eucalyptus rubida	2019-11-04	-33.23475	149.1324444			Ophir road, Orange.					neweng	1949-11-02	
DDA141	Eucalyptus rubida	2019-11-04	-33.21336111	149.1365			Ophir road, uphill from 3rd crossing of Summer hill creek.					neweng	1949-11-02	
DDA141a	Eucalyptus rubida	2019-11-04	-33.21336111	149.1365			Ophir road, uphill from 3rd crossing of Summer hill creek.					neweng	1949-11-02	
DDA142	Eucalyptus rubida	2019-11-04	-33.20727778	149.1305278			97 Cullya road, Summer hill creek.					neweng	1949-11-02	
DDA45	Eucalyptus rubida	2019-01-10	-29.64213611	151.8210306			T.S.R. c.13.0km North East of Glen Innes on the New England Highway. Dundee 2370.				Shallow, wide roadside depression. Pale grey clay on Emmaville volcanics. Eucalyptus rubida subsp. barbigerorum grassy woodland with Chrysocephalum apiculatum sens. lat., Lespedeza juncea, Plantago sp., Sorghum leiocladum, Themeda triandra. Tree to c. 10m. DBH  0.25m. Grey brown rough ribbony bark at base to c. 3.0m. White grey smooth bark above.	neweng	1949-01-08	
DDA44	Eucalyptus rubida	2019-01-10	-29.64195833	151.8216583			T.S.R. c.13.0km North East of Glen Innes on the New England Highway. Dundee 2370.				End of shallow, wide roadside depression. Pale grey clay on Emmaville volcanics. Eucalyptus rubida subsp. barbigerorum grassy woodland with Chrysocephalum apiculatum sens. lat., Lespedeza juncea, Plantago sp.,  Sorghum leiocladum, Themeda triandra. Tree to c. 15m. DBH  0.51m. Grey brown rough ribbony bark at base to c. 6.0m. White grey smooth bark above.	neweng	1949-01-08	
DDA142a	Eucalyptus rubida	2019-11-04	-33.20727778	149.1305278			97 Cullya road, Summer hill creek.					neweng	1949-11-02	
DDA43	Eucalyptus rubida	2019-01-10	-29.64183056	151.8218472			T.S.R. c.13.0km North East of Glen Innes on the New England Highway. Dundee 2370.				Shallow, wide roadside depression adjacent to culvert. Pale grey clay on Emmaville volcanics. Eucalyptus rubida subsp. barbigerorum grassy woodland with Chrysocephalum apiculatum sens. lat., Lespedeza juncea, Plantago sp., Sorghum leiocladum, Themeda triandra. Tree to c. 15m. Multi-stemmed from 1.0m. DBH  0.49m, 0.38m, 0.29m. Grey brown rough ribbony bark at base to c. 2.5m. White grey smooth bark above.	neweng	1949-01-08	
DDA46	Eucalyptus rubida	2019-01-10	-29.64175556	151.82127500000001			T.S.R. c.13.0km North East of Glen Innes on the New England Highway. Dundee 2370.				Raised island within roadside depression adjacent to creek. Pale grey clay on Emmaville volcanics. Eucalyptus rubida subsp. barbigerorum layered woodland with Acacia filicifolia, Leptospermum polygalifolium, Rubus parvifolius, Carex appressa, Glyceria sp. Tree to c. 14.0m. Bifurcated at 0.3m. DBH 0.31m, 0.61m. Grey brown rough ribbony bark at base to c. 9.0m. White grey smooth bark above.	neweng	1949-01-08	
DDA48	Eucalyptus rubida	2019-01-10	-29.64165278	151.822375			T.S.R. c.13.0km North East of Glen Innes on the New England Highway. Dundee 2370.				Roadside bank of shallow, wide roadside depression. Pale grey clay on Emmaville volcanics. Eucalyptus rubida subsp. barbigerorum grassy woodland with Acacia filicifolia, Leptospermum polygalifolium, Lespedeza juncea, Chrysocephalum apiculatum sens. lat., Plantago sp., Sorghum leiocladum, Themeda triandra. Tree to c. 12m. DBH  0.43m. Grey brown rough bark at base to c. 4.0m. White grey smooth bark above.	neweng	1949-01-08	
DDA47	Eucalyptus rubida	2019-01-10	-29.64139722	151.822475			T.S.R. c.13.0km North East of Glen Innes on the New England Highway. Dundee 2370.				Bank on roadside depression. Pale grey clay on Emmaville volcanics. Eucalyptus rubida subsp. barbigerorum layered woodland with Acacia filicifolia, Leptospermum polygalifolium, Rubus parvifolius, Carex appressa, Glyceria sp. Tree to c. 14.5m. Bifurcated at 0.3m. DBH 0.44m, 0.51m. Grey brown rough ribbony bark at base to c. 7.0m. White grey smooth bark above.	neweng	1949-01-08	
DDA142b	Eucalyptus rubida	2019-11-04	-33.20727778	149.1305278			97 Cullya road, Summer hill creek.					neweng	1949-11-02	
DDA141c	Eucalyptus rubida	2019-11-04	-33.21336111	149.1365			Ophir road, uphill from 3rd crossing of Summer hill creek.					neweng	1949-11-02	
DDA143	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.					neweng	1949-11-02	
DDA143c	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.					neweng	1949-11-02	
CCA1366	Eucalyptus viminalis subsp. cygnetensis		-34.82944444	135.6886111			South-west of Port Lincoln, Eyre peninsula, S.A.				elevation computed from api.geonames.org/astergdem	neweng		
CCA5060	Eucalyptus viminalis subsp. viminalis		-30.27416667	150.1647222			Mt Kapultar summit, Mount Kapultar National Park, New South Wales.				elevation computed from api.geonames.org/astergdem	neweng		
JJB3609a	Eucalyptus viminalis	2018-12-27	-35.45905556	148.8940556			Tidbinbilla Nature Reserve, 1.5 km from Tidbinbilla Reserve Road along Mountain Creek Road, 10 m S of road.				Moderate slope. Yellow brown clay loam on metasediments. Eucalyptus viminalis, E. radiata layered open forest with Leptospermum continentale, Lomatia myricoides, Acacia melanoxylon, Exocarpus cupressiformis, Cassinia, Bursaria, Pomaderris aspera, Hibbertia, Pteridium esculentum, Lomandra, Poa sieberiana. Single-stemmed tree at base, 11 m tall, DBH 28+17 cm. Bark persistent rough coarse ribbony to 1 m, then gum bark, cream to grey with brown ribbons.	neweng	1948-12-25	
DDA149	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.					neweng	1949-11-03	
DDA136c	Eucalyptus viminalis	2019-11-04	-33.28083333	148.9901667			Akhurst road, near corner with Borenore road.					neweng	1949-11-02	
DDA136a	Eucalyptus viminalis	2019-11-04	-33.28083333	148.9901667			Akhurst road, near corner with Borenore road.					neweng	1949-11-02	
DDA136b	Eucalyptus viminalis	2019-11-04	-33.28083333	148.9901667			Akhurst road, near corner with Borenore road.					neweng	1949-11-02	
DDA138a	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.					neweng	1949-11-02	
DDA133	Eucalyptus viminalis	2019-11-04	-33.28452778	149.0148056			Roadside verge, 111 Nashdale lane, Nashdale.					neweng	1949-11-02	
DDA126a	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.				a,b,c,d.	neweng	1949-11-02	
DDA136	Eucalyptus viminalis	2019-11-04	-33.28083333	148.9901667			Akhurst road, near corner with Borenore road.					neweng	1949-11-02	
DDA126b	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.				a,b,c,d.	neweng	1949-11-02	
JJB3607	Eucalyptus viminalis	2018-12-27	-35.45930556	148.89775			Tidbinbilla Nature Reserve, 950 m from Tidbinbilla Reserve Road along Mountain Creek Road.				Roadside shelf above moderate slope. Yellow brown clay loam on metasediments. Eucalyptus viminalis, E. radiata layered open forest with Lomatia myricoides, Acacia dealbata, Exocarpus cupressiformis, Cassinia, Bursaria, Pomaderris aspera, Hibbertia, Pteridium esculentum, Lomandra, Poa sieberiana. Single-stemmed tree, 22 m tall, with branching c. 1 m from ground, DBH 101.5+14+11.5 cm. Bark persistent rough coarse ribbony to 1 m, then gum bark, cream to grey with yellow brown staining and brown ribbons.	neweng	1948-12-25	
DDA126e	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.				a,b,c,d.	neweng	1949-11-02	
DDA126c	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.				a,b,c,d.	neweng	1949-11-02	
DDA126f	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.				a,b,c,d.	neweng	1949-11-02	
DDA138	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.					neweng	1949-11-02	
JJB3609	Eucalyptus viminalis	2018-12-27	-35.45905556	148.8940556			Tidbinbilla Nature Reserve, 1.5 km from Tidbinbilla Reserve Road along Mountain Creek Road, 10 m S of road.				Moderate slope. Yellow brown clay loam on metasediments. Eucalyptus viminalis, E. radiata layered open forest with Leptospermum continentale, Lomatia myricoides, Acacia melanoxylon, Exocarpus cupressiformis, Cassinia, Bursaria, Pomaderris aspera, Hibbertia, Pteridium esculentum, Lomandra, Poa sieberiana. Single-stemmed tree at base, 11 m tall, DBH 28+17 cm. Bark persistent rough coarse ribbony to 1 m, then gum bark, cream to grey with brown ribbons.	neweng	1948-12-25	
DDA114	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.					neweng	1949-10-31	
JJB3608	Eucalyptus viminalis	2018-12-27	-35.45880556	148.8961667			Tidbinbilla Nature Reserve, 1.1 km from Tidbinbilla Reserve Road along Mountain Creek Road.				Roadside shelf above moderate slope. Yellow brown clay loam on metasediments. Eucalyptus viminalis, E. radiata layered open forest with Lomatia myricoides, Acacia dealbata, Exocarpus cupressiformis, Cassinia, Bursaria, Pomaderris aspera, Hibbertia, Pteridium esculentum, Lomandra, Poa sieberiana. Single-stemmed tree, 17 m tall, DBH 65 cm. Bark persistent rough coarse ribbony to 1.5 m, then gum bark, cream to grey with brown ribbons.	neweng	1948-12-25	
DDA67	Eucalyptus viminalis	2019-05-18	-30.48568333	151.6436417			University of New England, Armidale. c. 35.0m North of building C013.				Mid gentle slope. Fine dark brown silty clay on basalt. Mown parkland. Tree to c. 15.0m. Grey brown ribbony bark to c. 1.5m, grey white smooth gum bark above. DBH c.0.64m. Tree No.200466.	neweng	1949-05-16	
DDA68	Eucalyptus viminalis	2019-05-18	-30.485675	151.6435306			University of New England, Armidale. c. 35.0m North of building C013.				Mid gentle slope. Fine dark brown silty clay on basalt. Mown parkland. Tree to c. 15.0m. Grey brown ribbony bark to c. 1.6m, grey white smooth gum bark above. Bifurcated trunk; DBH c.0.38m and 0.37m Tree No.200465.	neweng	1949-05-16	
DDA65	Eucalyptus viminalis	2019-05-18	-30.48491389	151.6427972			University of New England, Armidale. c. 11.0m North of Ring road.				Mid - upper moderate slope. Fine dark brown silty clay on basalt. Eucalyptus viminalis, Angophora floribunda grassy woodland. Tree to c. 15.0m. Grey brown ribbony bark to c. 1.0m, grey white smooth gum bark above. DBH c.0.46m. Tree No.201823.	neweng	1949-05-16	
DDA76	Eucalyptus viminalis	2019-05-25	-30.48475556	151.6442417			University of New England, Armidale. Northern ring road.				Gentle slope above carpark. Dark brown silty clay on basalt. Edge of Eucalyptus viminalis, Angophora floribunda grassy woodland. Bifurcated tree to c. 13.0m. Grey brown ribbony bark to c. 1.8m and 0.8m, grey white smooth gum bark above. DBH c.0.31m and 0.33m. No.2001818.	neweng	1949-05-23	
DDA56	Eucalyptus viminalis	2019-05-13	-30.48395	151.6388944			University of New England, Armidale. c.20.0m North of building W070.				Mid slope. Fine dark brown silty clay on basalt. Open mown grass area. Tree to c. 17.0m. Grey brown ribbony bark to c. 3.0m, grey white smooth gum bark above. DBH c.1.08m. Tree ID No.201967.	neweng	1949-05-11	
DDA73	Eucalyptus viminalis	2019-05-25	-30.48296111	151.6461944			University of New England, Armidale. On Clarks road, East of N019.				Roadside bank, moderate slope. Dark brown silty clay on basalt. Mown grassy area. Tree to c. 13.0m. Grey brown ribbony bark to c. 5.0m, grey white smooth gum bark above. DBH c.0.87m. No.201647.	neweng	1949-05-23	
JJB3610	Eucalyptus viminalis	2018-12-27	-35.45838889	148.8918056			Tidbinbilla Nature Reserve, 140 m NW from junction with Ashbrook Rd Firetrail along Mountain Creek Road, 3 m N of road.				Gentle slope. Yellow brown clay loam on metasediments. Eucalyptus viminalis, E. radiata layered open forest with Lomatia myricoides, Acacia melanoxylon, A. dealbata, Pomaderris aspera, Leptospermum continale, Coprosma quadrifida, Lomandra, Poa sieberiana. Single-stemmed tree to 20 m tall, DBH 79 cm. Coarse rough dark brown bark to c. 2 m, then cream gum bark with brown ribbons.	neweng	1948-12-25	
DDA138c	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.					neweng	1949-11-02	
DDA138f	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.					neweng	1949-11-02	
DDA138b	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.					neweng	1949-11-02	
DDA138e	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.					neweng	1949-11-02	
JJB3611	Eucalyptus viminalis	2018-12-27	-35.45677778	148.8895278			Tidbinbilla Nature Reserve, end of Mountain Creek Road, inside loop and adjacent to car parking.				Gentle slope. Yellow brown clay loam on metasediments. Eucalyptus viminalis, E. fastigata, E. radiata layered open forest with Acacia dealbata, Exocarpos cupressiformis, Pomaderris aspera, Leptospermum continale, Olearia phlogopappa, Poa sieberiana, Pteridium esculentum. Single-stemmed tree to 19 m, crown damaged; DBH 112 cm. Rough bark patchy to 2 m, then gum barked, cream, aging to yellowish to grey with brown ribbony bark.	neweng	1948-12-25	
DDA114d	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.					neweng	1949-10-31	
DDA114a	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.					neweng	1949-10-31	
DDA114c	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.					neweng	1949-10-31	
DDA114b	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.					neweng	1949-10-31	
DDA149a	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.					neweng	1949-11-03	
DDA149e	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.					neweng	1949-11-03	
DDA149b	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.					neweng	1949-11-03	
DDA149f	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.					neweng	1949-11-03	
DDA149c	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.					neweng	1949-11-03	
DDA114e	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.					neweng	1949-10-31	
DDA126	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.				a,b,c,d.	neweng	1949-11-02	
JAZ_83	E bridgesiana		-30.43353	151.66493			NEWH01					JZ		
DC_2030	E nova-anglica		-30.33085302	150.2729051	930		HORT01					JZ		
JAZ_54c	E nova-anglica		-30.00786333	151.4809333	1131		WAND01					JZ		
JAZ_23	E nova-anglica		-30.51456604	151.9926387	1010		HELE01					JZ		
JAZ_47a	E nova-anglica		-30.17244138	151.6151228	1260		LAUR01					JZ		
JAZ_78	E nova-anglica		-30.34385333	151.6114867	1300		TOMG02					JZ		
JAZ_35m	E nova-anglica		-30.52819489	151.8950696	970		BAKE01					JZ		
JAZ_57c	E nova-anglica		-31.180765	151.6390289	1205		LAKE01					JZ		
JAZ_48a	E nova-anglica		-30.01679476	151.688858	1404		BELO01					JZ		
JAZ_39c	E nova-anglica		-28.63097525	151.8619132	890		STAN01					JZ		
JAZ_60a	E nova-anglica		-30.725625	151.5161617	1050		THUN02					JZ		
JAZ_31	E nova-anglica		-30.10425163	151.5303864	1107		GEOR01					JZ		
JAZ_78b	E nova-anglica		-30.34046	151.6156417	1320		TOMG02					JZ		
JAZ_44e	E nova-anglica		-30.18821617	151.7807063	1330		WARM02					JZ		
JAZ_40e	E nova-anglica		-28.7371512	152.0861358	970		JENN01					JZ		
JAZ_47c	E nova-anglica		-30.17334977	151.6152428	1260		LAUR01					JZ		
JAZ_79a	E nova-anglica		-30.39677167	152.2904883	1250		WONG01					JZ		
JAZ_44a	E nova-anglica		-30.19918557	151.7221469	1308		WARM02					JZ		
JAZ_42d	E nova-anglica		-31.10562918	151.4700609	1040		COBR01					JZ		
JAZ_81a	E nova-anglica		-30.13008167	151.4580317	1119		TENT01					JZ		
JAZ_69a	E nova-anglica		-29.545175	151.7682217	934		YARA02					JZ		
JAZ_26	E nova-anglica		-30.39416667	-152.3564167	1350		POUN01					JZ		latlong_not_in_australia
JAZ_81	E nova-anglica		-30.12981833	151.457975	1119		TENT01					JZ		
JAZ_55a	E nova-anglica		-30.6412158	151.4613916	1040		KING01					JZ		
JAZ_55	E nova-anglica		-30.6413717	151.4630817	1040		KING01					JZ		
DC_2025	E nova-anglica		-30.32266024	150.2753362	930		HORT01					JZ		
JAZ_74	E nova-anglica		-30.40353	152.3434483	1316		EBOR01					JZ		
JAZ_67	E nova-anglica		-30.2567298	152.0163706	1176		ABER01					JZ		
JAZ_42	E nova-anglica		-31.10572363	151.4702587	1040		COBR01					JZ		
JAZ_80	E nova-anglica		-30.32580833	152.2337267	1240		WONG02					JZ		
JAZ_75c	E nova-anglica		-29.377945	151.89367	980		DEEP01					JZ		
neg_JZ												JZ		no_species
JAZ_75b	E nova-anglica		-29.377395	151.8936883	980		DEEP01					JZ		
JAZ_35	E nova-anglica		-30.52825987	151.8954381	967		BAKE01					JZ		
JAZ_33	E nova-anglica X vim		-30.5444	151.7994								JZ		
JAZ_27q	E nova-anglica		-30.37424136	151.5616949	1167		TOMG01					JZ		
JAZ_30	E nova-anglica		-31.33283404	151.4064804	1174		NIAN01					JZ		
JAZ_41	E nova-anglica		-31.11253724	151.4499242	1030		MACD01					JZ		
DC_2031	E nova-anglica		-30.33081684	150.2733324	930		HORT01					JZ		
JAZ_23a	E nova-anglica		-30.51476188	151.9937494	1020		HELE01					JZ		
JAZ_44f	E. nova-anglica X		-30.18416287	151.7934226	1350		WARM02					JZ		
JAZ_21b	E nova-anglica		-30.1275682	151.5476216	1150		WILL01					JZ		
JAZ_81b	E nova-anglica		-30.12995333	151.4578	1119		TENT01					JZ		
JAZ_36f	E nova-anglica		-30.13386732	151.7162447	1383		EVER01					JZ		
JAZ_31n_1	E nova-anglica		-30.10368052	151.5314379	1108		GEOR01					JZ		
JAZ_31n	E nova-anglica		-30.10368052	151.5314379	1108		GEOR01					JZ		
JAZ_77a	E nova-anglica		-29.06020833	152.00494	890		CURR01					JZ		
JAZ_37	E nova-anglica		-28.97597132	152.1376084	849		CATA01					JZ		
JAZ_24c	E nova-anglica		-30.51834487	152.0627466	960		CHAN01					JZ		
JAZ_61b	E nova-anglica		-31.1243517	151.8117667	1086		OXLY02					JZ		
JAZ_46o	E. nova-anglica X dal		-30.32499317	150.2758204	930		HORT01					JZ		
JAZ_71	E nova-anglica		-29.49895667	151.7054667	914		EMMA01					JZ		
JAZ_27u	E nova-anglica		-30.3737233	151.5625533	1167		TOMG01					JZ		
JAZ_46	E nova-anglica		-30.32319047	150.2750258	925		HORT01					JZ		
JAZ_36	E nova-anglica		-30.13427646	151.7163607	1383		EVER01					JZ		
JAZ_64	E nova-anglica		-30.4654331	151.7802917	1065		ROCK02					JZ		
JAZ_40b	E nova-anglica		-28.73729995	152.0861831	970		JENN01					JZ		
JAZ_52b	E nova-anglica		-29.68767352	151.6815021	1098		STRA01					JZ		
JAZ_45a	E nova-anglica		-30.09078563	151.7608606	1424		LLAN01					JZ		
JAZ_77	E nova-anglica		-29.06061833	152.00503	880		CURR01					JZ		
JAZ_46j	E nova-anglica		-30.32322548	150.2746144	925		HORT01					JZ		
JAZ_68	E nova-anglica		-29.642155	151.7952117	1094		YARA01					JZ		
JAZ_68a	E nova-anglica		-29.64205833	151.7952133	1094		YARA01					JZ		
JAZ_48	E nova-anglica		-30.01684179	151.6897318	1404		BELO01					JZ		
JAZ_61	E nova-anglica		-31.1874461	151.8304207	1096		OXLY02					JZ		
JAZ_57d	E nova-anglica		-31.14561	151.60383	1170		LAKE01					JZ		
JAZ_21a	E nova-anglica		-30.12705435	151.5468951	1150		WILL01					JZ		
JAZ_52e	E nova-anglica		-29.71530893	151.7105186	1116		STRA01					JZ		
JAZ_48c	E nova-anglica		-30.01642055	151.6800825	1460		BELO01					JZ		
JAZ_81c	E nova-anglica		-30.12995667	151.4577083	1119		TENT01					JZ		
JAZ_51	E nova-anglica		-29.8693591	151.7363442	1151		NEHW01					JZ		
JAZ_50	E nova-anglica		-29.90932045	151.7294358	1193		BARL01					JZ		
JAZ_25d	E nova-anglica		-30.49848699	152.2559689	1110		OAKY01					JZ		
JAZ_34c	E nova-anglica		-30.13066779	151.8461361	1324		WARM01					JZ		
JAZ_77b	E nova-anglica		-29.05986667	152.0050117	890		CURR01					JZ		
JAZ_54	E nova-anglica		-30.00607889	151.4800323	1130		WAND01					JZ		
JAZ_55b	E nova-anglica		-30.6184146	151.362219	920		KING01					JZ		
JAZ_82	E nova-anglica		-30.9763	151.64144			EMUC01					JZ		
JAZ_21c	E nova-anglica		-30.12458394	151.5438085	1150		WILL01					JZ		
JAZ_50d	E nova-anglica		-29.908815	151.727975	1190		BARL01					JZ		
JAZ_80a	E nova-anglica		-30.32661	152.2341183	1240		WONG02					JZ		
JAZ_53	E nova-anglica		-29.87484578	151.7349133	1193		NEHW02					JZ		
JAZ_43a	E nova-anglica		-30.20368883	151.7188448	1285		WARM01					JZ		
JAZ_59	E nova-anglica X vim		-30.6984867	151.4969883	1086		THUN01					JZ		
JAZ_63a	E nova-anglica		-30.4839223	151.7263554	1016		PINE01					JZ		
JAZ_56b	E nova-anglica		-30.9707817	151.4796364	1122		OXLY01					JZ		
JAZ_47b	E nova-anglica		-30.17205298	151.6156126	1260		LAUR01					JZ		
JAZ_62	E nova-anglica		-30.9347349	151.5765536	1092		THUN03					JZ		
JAZ_32	E nova-anglica		-30.515665	152.0637917	970		CHAN02					JZ		
JAZ_38	E nova-anglica		-28.89025789	152.1037019	990		RESC01					JZ		
JAZ_63b	E nova-anglica		-30.4831317	151.7263817	1025		PINE01					JZ		
JAZ_60b	E nova-anglica		-30.7293917	151.5184417	1055		THUN02					JZ		
JAZ_81d	E nova-anglica		-30.12999167	151.4577533	1119		TENT01					JZ		
JAZ_76	E nova-anglica		-29.16142833	151.9966433	880		BLUF01					JZ		
JAZ_50a	E nova-anglica		-29.90913968	151.7287512	1193		BARL01					JZ		
JAZ_38e	E nova-anglica		-28.89054997	152.1036982	990		RESC01					JZ		
